Symbol,name,value,variable
gene787,sample2,4,A
gene787,sample3,0,A
gene787,sample4,11,A
gene787,sample5,6,A
gene787,sample6,3,B
gene787,sample7,3,B
gene787,sample8,0,B
gene787,sample9,4,B
gene787,sample10,6,B
gene788,sample1,388,A
gene788,sample2,1203,A
gene788,sample3,313,A
gene788,sample4,304,A
gene788,sample5,702,A
gene788,sample6,353,B
gene788,sample7,595,B
gene788,sample8,1007,B
gene788,sample9,480,B
gene788,sample10,697,B
gene789,sample1,346,A
gene789,sample2,358,A
gene789,sample3,475,A
gene789,sample4,341,A
gene789,sample5,285,A
gene789,sample6,450,B
gene789,sample7,501,B
gene789,sample8,471,B
gene789,sample9,261,B
gene789,sample10,324,B
gene790,sample1,30,A
gene790,sample2,47,A
gene790,sample3,38,A
gene790,sample4,59,A
gene790,sample5,74,A
gene790,sample6,52,B
gene790,sample7,26,B
gene790,sample8,38,B
gene790,sample9,42,B
gene790,sample10,56,B
gene791,sample1,23,A
gene791,sample2,0,A
gene791,sample3,1,A
gene791,sample4,12,A
gene791,sample5,11,A
gene791,sample6,17,B
gene791,sample7,14,B
gene791,sample8,5,B
gene791,sample9,3,B
gene791,sample10,2,B
gene792,sample1,1983,A
gene792,sample2,1736,A
gene792,sample3,1969,A
gene792,sample4,1383,A
gene792,sample5,915,A
gene792,sample6,1499,B
gene792,sample7,1448,B
gene792,sample8,1359,B
gene792,sample9,1493,B
gene792,sample10,1350,B
gene793,sample1,193,A
gene793,sample2,203,A
gene793,sample3,243,A
gene793,sample4,221,A
gene793,sample5,108,A
gene793,sample6,189,B
gene793,sample7,186,B
gene793,sample8,78,B
gene793,sample9,180,B
gene793,sample10,94,B
gene794,sample1,542,A
gene794,sample2,183,A
gene794,sample3,467,A
gene794,sample4,475,A
gene794,sample5,359,A
gene794,sample6,200,B
gene794,sample7,444,B
gene794,sample8,226,B
gene794,sample9,494,B
gene794,sample10,318,B
gene795,sample1,0,A
gene795,sample2,4,A
gene795,sample3,2,A
gene795,sample4,0,A
gene795,sample5,0,A
gene795,sample6,0,B
gene795,sample7,2,B
gene795,sample8,0,B
gene795,sample9,0,B
gene795,sample10,0,B
gene796,sample1,68,A
gene796,sample2,111,A
gene796,sample3,93,A
gene796,sample4,71,A
gene796,sample5,53,A
gene796,sample6,92,B
gene796,sample7,158,B
gene796,sample8,53,B
gene796,sample9,154,B
gene796,sample10,77,B
gene797,sample1,160,A
gene797,sample2,228,A
gene797,sample3,216,A
gene797,sample4,295,A
gene797,sample5,93,A
gene797,sample6,134,B
gene797,sample7,130,B
gene797,sample8,133,B
gene797,sample9,177,B
gene797,sample10,108,B
gene798,sample1,6,A
gene798,sample2,12,A
gene798,sample3,12,A
gene798,sample4,21,A
gene798,sample5,30,A
gene798,sample6,8,B
gene798,sample7,17,B
gene798,sample8,3,B
gene798,sample9,14,B
gene798,sample10,12,B
gene799,sample1,2,A
gene799,sample2,0,A
gene799,sample3,0,A
gene799,sample4,2,A
gene799,sample5,0,A
gene799,sample6,0,B
gene799,sample7,0,B
gene799,sample8,0,B
gene799,sample9,0,B
gene799,sample10,0,B
gene800,sample1,976,A
gene800,sample2,162,A
gene800,sample3,997,A
gene800,sample4,1394,A
gene800,sample5,901,A
gene800,sample6,945,B
gene800,sample7,1726,B
gene800,sample8,1066,B
gene800,sample9,567,B
gene800,sample10,1349,B
gene801,sample1,202,A
gene801,sample2,225,A
gene801,sample3,178,A
gene801,sample4,76,A
gene801,sample5,105,A
gene801,sample6,190,B
gene801,sample7,207,B
gene801,sample8,204,B
gene801,sample9,121,B
gene801,sample10,108,B
gene802,sample1,88,A
gene802,sample2,111,A
gene802,sample3,75,A
gene802,sample4,91,A
gene802,sample5,157,A
gene802,sample6,124,B
gene802,sample7,134,B
gene802,sample8,150,B
gene802,sample9,67,B
gene802,sample10,116,B
gene803,sample1,345,A
gene803,sample2,540,A
gene803,sample3,285,A
gene803,sample4,367,A
gene803,sample5,145,A
gene803,sample6,426,B
gene803,sample7,490,B
gene803,sample8,275,B
gene803,sample9,265,B
gene803,sample10,282,B
gene804,sample1,65,A
gene804,sample2,94,A
gene804,sample3,103,A
gene804,sample4,138,A
gene804,sample5,82,A
gene804,sample6,67,B
gene804,sample7,137,B
gene804,sample8,41,B
gene804,sample9,114,B
gene804,sample10,95,B
gene805,sample1,1007,A
gene805,sample2,609,A
gene805,sample3,743,A
gene805,sample4,261,A
gene805,sample5,756,A
gene805,sample6,600,B
gene805,sample7,790,B
gene805,sample8,810,B
gene805,sample9,672,B
gene805,sample10,697,B
gene806,sample1,63,A
gene806,sample2,70,A
gene806,sample3,32,A
gene806,sample4,55,A
gene806,sample5,40,A
gene806,sample6,63,B
gene806,sample7,68,B
gene806,sample8,33,B
gene806,sample9,54,B
gene806,sample10,40,B
gene807,sample1,213,A
gene807,sample2,226,A
gene807,sample3,127,A
gene807,sample4,250,A
gene807,sample5,133,A
gene807,sample6,201,B
gene807,sample7,209,B
gene807,sample8,145,B
gene807,sample9,232,B
gene807,sample10,196,B
gene808,sample1,89,A
gene808,sample2,109,A
gene808,sample3,81,A
gene808,sample4,114,A
gene808,sample5,101,A
gene808,sample6,150,B
gene808,sample7,145,B
gene808,sample8,129,B
gene808,sample9,61,B
gene808,sample10,90,B
gene809,sample1,23,A
gene809,sample2,19,A
gene809,sample3,13,A
gene809,sample4,46,A
gene809,sample5,17,A
gene809,sample6,8,B
gene809,sample7,8,B
gene809,sample8,13,B
gene809,sample9,10,B
gene809,sample10,11,B
gene810,sample1,307,A
gene810,sample2,123,A
gene810,sample3,237,A
gene810,sample4,259,A
gene810,sample5,268,A
gene810,sample6,127,B
gene810,sample7,95,B
gene810,sample8,149,B
gene810,sample9,133,B
gene810,sample10,250,B
gene811,sample1,3758,A
gene811,sample2,4584,A
gene811,sample3,3335,A
gene811,sample4,6170,A
gene811,sample5,6024,A
gene811,sample6,4971,B
gene811,sample7,5896,B
gene811,sample8,7099,B
gene811,sample9,3388,B
gene811,sample10,9168,B
gene812,sample1,2060,A
gene812,sample2,4569,A
gene812,sample3,2329,A
gene812,sample4,4609,A
gene812,sample5,3033,A
gene812,sample6,3574,B
gene812,sample7,2448,B
gene812,sample8,4971,B
gene812,sample9,5141,B
gene812,sample10,4291,B
gene813,sample1,20,A
gene813,sample2,16,A
gene813,sample3,24,A
gene813,sample4,19,A
gene813,sample5,21,A
gene813,sample6,7,B
gene813,sample7,12,B
gene813,sample8,7,B
gene813,sample9,3,B
gene813,sample10,7,B
gene814,sample1,11,A
gene814,sample2,4,A
gene814,sample3,0,A
gene814,sample4,12,A
gene814,sample5,10,A
gene814,sample6,5,B
gene814,sample7,25,B
gene814,sample8,12,B
gene814,sample9,4,B
gene814,sample10,1,B
gene815,sample1,19,A
gene815,sample2,18,A
gene815,sample3,34,A
gene815,sample4,4,A
gene815,sample5,15,A
gene815,sample6,58,B
gene815,sample7,37,B
gene815,sample8,54,B
gene815,sample9,32,B
gene815,sample10,22,B
gene816,sample1,1063,A
gene816,sample2,719,A
gene816,sample3,993,A
gene816,sample4,550,A
gene816,sample5,722,A
gene816,sample6,561,B
gene816,sample7,959,B
gene816,sample8,1303,B
gene816,sample9,712,B
gene816,sample10,682,B
gene817,sample1,2371,A
gene817,sample2,1795,A
gene817,sample3,7305,A
gene817,sample4,4508,A
gene817,sample5,1898,A
gene817,sample6,3372,B
gene817,sample7,6018,B
gene817,sample8,4763,B
gene817,sample9,3120,B
gene817,sample10,3098,B
gene818,sample1,195,A
gene818,sample2,356,A
gene818,sample3,342,A
gene818,sample4,432,A
gene818,sample5,502,A
gene818,sample6,392,B
gene818,sample7,200,B
gene818,sample8,232,B
gene818,sample9,269,B
gene818,sample10,211,B
gene819,sample1,206,A
gene819,sample2,132,A
gene819,sample3,151,A
gene819,sample4,381,A
gene819,sample5,265,A
gene819,sample6,314,B
gene819,sample7,292,B
gene819,sample8,71,B
gene819,sample9,228,B
gene819,sample10,222,B
gene820,sample1,542,A
gene820,sample2,449,A
gene820,sample3,800,A
gene820,sample4,344,A
gene820,sample5,510,A
gene820,sample6,587,B
gene820,sample7,573,B
gene820,sample8,317,B
gene820,sample9,969,B
gene820,sample10,559,B
gene821,sample1,5421,A
gene821,sample2,8552,A
gene821,sample3,10040,A
gene821,sample4,9636,A
gene821,sample5,13602,A
gene821,sample6,11688,B
gene821,sample7,8027,B
gene821,sample8,13401,B
gene821,sample9,7183,B
gene821,sample10,5007,B
gene822,sample1,95,A
gene822,sample2,219,A
gene822,sample3,160,A
gene822,sample4,269,A
gene822,sample5,109,A
gene822,sample6,176,B
gene822,sample7,149,B
gene822,sample8,224,B
gene822,sample9,166,B
gene822,sample10,214,B
gene823,sample1,123,A
gene823,sample2,107,A
gene823,sample3,125,A
gene823,sample4,250,A
gene823,sample5,162,A
gene823,sample6,92,B
gene823,sample7,136,B
gene823,sample8,67,B
gene823,sample9,173,B
gene823,sample10,92,B
gene824,sample1,32,A
gene824,sample2,42,A
gene824,sample3,73,A
gene824,sample4,62,A
gene824,sample5,95,A
gene824,sample6,68,B
gene824,sample7,58,B
gene824,sample8,68,B
gene824,sample9,59,B
gene824,sample10,43,B
gene825,sample1,10,A
gene825,sample2,23,A
gene825,sample3,9,A
gene825,sample4,15,A
gene825,sample5,7,A
gene825,sample6,14,B
gene825,sample7,12,B
gene825,sample8,26,B
gene825,sample9,6,B
gene825,sample10,5,B
gene826,sample1,8,A
gene826,sample2,4,A
gene826,sample3,1,A
gene826,sample4,23,A
gene826,sample5,10,A
gene826,sample6,6,B
gene826,sample7,5,B
gene826,sample8,10,B
gene826,sample9,0,B
gene826,sample10,3,B
gene827,sample1,772,A
gene827,sample2,1233,A
gene827,sample3,1491,A
gene827,sample4,2061,A
gene827,sample5,1756,A
gene827,sample6,805,B
gene827,sample7,1069,B
gene827,sample8,1310,B
gene827,sample9,978,B
gene827,sample10,1931,B
gene828,sample1,13,A
gene828,sample2,9,A
gene828,sample3,17,A
gene828,sample4,16,A
gene828,sample5,22,A
gene828,sample6,19,B
gene828,sample7,34,B
gene828,sample8,3,B
gene828,sample9,5,B
gene828,sample10,6,B
gene829,sample1,288,A
gene829,sample2,436,A
gene829,sample3,234,A
gene829,sample4,646,A
gene829,sample5,487,A
gene829,sample6,635,B
gene829,sample7,637,B
gene829,sample8,300,B
gene829,sample9,271,B
gene829,sample10,345,B
gene830,sample1,41,A
gene830,sample2,22,A
gene830,sample3,19,A
gene830,sample4,44,A
gene830,sample5,46,A
gene830,sample6,53,B
gene830,sample7,23,B
gene830,sample8,17,B
gene830,sample9,28,B
gene830,sample10,62,B
gene831,sample1,1,A
gene831,sample2,2,A
gene831,sample3,3,A
gene831,sample4,3,A
gene831,sample5,0,A
gene831,sample6,1,B
gene831,sample7,13,B
gene831,sample8,5,B
gene831,sample9,3,B
gene831,sample10,7,B
gene832,sample1,259,A
gene832,sample2,176,A
gene832,sample3,172,A
gene832,sample4,131,A
gene832,sample5,157,A
gene832,sample6,150,B
gene832,sample7,119,B
gene832,sample8,196,B
gene832,sample9,103,B
gene832,sample10,218,B
gene833,sample1,169,A
gene833,sample2,32,A
gene833,sample3,146,A
gene833,sample4,148,A
gene833,sample5,110,A
gene833,sample6,124,B
gene833,sample7,96,B
gene833,sample8,143,B
gene833,sample9,81,B
gene833,sample10,226,B
gene834,sample1,381,A
gene834,sample2,414,A
gene834,sample3,281,A
gene834,sample4,329,A
gene834,sample5,391,A
gene834,sample6,446,B
gene834,sample7,480,B
gene834,sample8,449,B
gene834,sample9,544,B
gene834,sample10,563,B
gene835,sample1,0,A
gene835,sample2,0,A
gene835,sample3,0,A
gene835,sample4,0,A
gene835,sample5,0,A
gene835,sample6,0,B
gene835,sample7,0,B
gene835,sample8,0,B
gene835,sample9,0,B
gene835,sample10,0,B
gene836,sample1,0,A
gene836,sample2,13,A
gene836,sample3,1,A
gene836,sample4,4,A
gene836,sample5,0,A
gene836,sample6,7,B
gene836,sample7,0,B
gene836,sample8,6,B
gene836,sample9,13,B
gene836,sample10,0,B
gene837,sample1,23,A
gene837,sample2,29,A
gene837,sample3,109,A
gene837,sample4,69,A
gene837,sample5,52,A
gene837,sample6,55,B
gene837,sample7,29,B
gene837,sample8,75,B
gene837,sample9,26,B
gene837,sample10,39,B
gene838,sample1,151,A
gene838,sample2,278,A
gene838,sample3,150,A
gene838,sample4,283,A
gene838,sample5,223,A
gene838,sample6,159,B
gene838,sample7,255,B
gene838,sample8,325,B
gene838,sample9,188,B
gene838,sample10,207,B
gene839,sample1,973,A
gene839,sample2,899,A
gene839,sample3,732,A
gene839,sample4,655,A
gene839,sample5,1613,A
gene839,sample6,1154,B
gene839,sample7,801,B
gene839,sample8,1050,B
gene839,sample9,1354,B
gene839,sample10,478,B
gene840,sample1,2759,A
gene840,sample2,3869,A
gene840,sample3,4225,A
gene840,sample4,3544,A
gene840,sample5,4371,A
gene840,sample6,3187,B
gene840,sample7,4896,B
gene840,sample8,2187,B
gene840,sample9,1546,B
gene840,sample10,2926,B
gene841,sample1,15,A
gene841,sample2,35,A
gene841,sample3,22,A
gene841,sample4,24,A
gene841,sample5,53,A
gene841,sample6,25,B
gene841,sample7,32,B
gene841,sample8,46,B
gene841,sample9,49,B
gene841,sample10,23,B
gene842,sample1,18221,A
gene842,sample2,10710,A
gene842,sample3,8577,A
gene842,sample4,14025,A
gene842,sample5,5191,A
gene842,sample6,4743,B
gene842,sample7,12224,B
gene842,sample8,8515,B
gene842,sample9,7182,B
gene842,sample10,6011,B
gene843,sample1,26,A
gene843,sample2,78,A
gene843,sample3,128,A
gene843,sample4,107,A
gene843,sample5,63,A
gene843,sample6,82,B
gene843,sample7,63,B
gene843,sample8,98,B
gene843,sample9,59,B
gene843,sample10,70,B
gene844,sample1,35,A
gene844,sample2,48,A
gene844,sample3,9,A
gene844,sample4,51,A
gene844,sample5,51,A
gene844,sample6,54,B
gene844,sample7,32,B
gene844,sample8,71,B
gene844,sample9,69,B
gene844,sample10,89,B
gene845,sample1,32,A
gene845,sample2,38,A
gene845,sample3,33,A
gene845,sample4,14,A
gene845,sample5,34,A
gene845,sample6,37,B
gene845,sample7,38,B
gene845,sample8,22,B
gene845,sample9,56,B
gene845,sample10,15,B
gene846,sample1,318,A
gene846,sample2,363,A
gene846,sample3,499,A
gene846,sample4,277,A
gene846,sample5,290,A
gene846,sample6,288,B
gene846,sample7,205,B
gene846,sample8,232,B
gene846,sample9,238,B
gene846,sample10,243,B
gene847,sample1,14,A
gene847,sample2,8,A
gene847,sample3,4,A
gene847,sample4,1,A
gene847,sample5,28,A
gene847,sample6,10,B
gene847,sample7,11,B
gene847,sample8,5,B
gene847,sample9,8,B
gene847,sample10,42,B
gene848,sample1,385,A
gene848,sample2,771,A
gene848,sample3,480,A
gene848,sample4,319,A
gene848,sample5,507,A
gene848,sample6,450,B
gene848,sample7,329,B
gene848,sample8,349,B
gene848,sample9,467,B
gene848,sample10,449,B
gene849,sample1,63,A
gene849,sample2,74,A
gene849,sample3,47,A
gene849,sample4,76,A
gene849,sample5,91,A
gene849,sample6,157,B
gene849,sample7,41,B
gene849,sample8,125,B
gene849,sample9,74,B
gene849,sample10,73,B
gene850,sample1,3685,A
gene850,sample2,2930,A
gene850,sample3,2671,A
gene850,sample4,2976,A
gene850,sample5,3594,A
gene850,sample6,4519,B
gene850,sample7,4058,B
gene850,sample8,3946,B
gene850,sample9,3981,B
gene850,sample10,4110,B
gene851,sample1,0,A
gene851,sample2,7,A
gene851,sample3,0,A
gene851,sample4,4,A
gene851,sample5,1,A
gene851,sample6,0,B
gene851,sample7,8,B
gene851,sample8,3,B
gene851,sample9,0,B
gene851,sample10,0,B
gene852,sample1,98,A
gene852,sample2,174,A
gene852,sample3,42,A
gene852,sample4,63,A
gene852,sample5,66,A
gene852,sample6,98,B
gene852,sample7,56,B
gene852,sample8,42,B
gene852,sample9,105,B
gene852,sample10,82,B
gene853,sample1,37,A
gene853,sample2,25,A
gene853,sample3,27,A
gene853,sample4,16,A
gene853,sample5,37,A
gene853,sample6,46,B
gene853,sample7,66,B
gene853,sample8,124,B
gene853,sample9,7,B
gene853,sample10,32,B
gene854,sample1,1,A
gene854,sample2,7,A
gene854,sample3,14,A
gene854,sample4,17,A
gene854,sample5,5,A
gene854,sample6,13,B
gene854,sample7,3,B
gene854,sample8,14,B
gene854,sample9,23,B
gene854,sample10,17,B
gene855,sample1,8,A
gene855,sample2,0,A
gene855,sample3,1,A
gene855,sample4,12,A
gene855,sample5,1,A
gene855,sample6,2,B
gene855,sample7,27,B
gene855,sample8,1,B
gene855,sample9,5,B
gene855,sample10,3,B
gene856,sample1,984,A
gene856,sample2,2023,A
gene856,sample3,1674,A
gene856,sample4,1667,A
gene856,sample5,1563,A
gene856,sample6,1393,B
gene856,sample7,639,B
gene856,sample8,1838,B
gene856,sample9,1655,B
gene856,sample10,1040,B
gene857,sample1,8,A
gene857,sample2,6,A
gene857,sample3,20,A
gene857,sample4,23,A
gene857,sample5,21,A
gene857,sample6,13,B
gene857,sample7,5,B
gene857,sample8,6,B
gene857,sample9,19,B
gene857,sample10,3,B
gene858,sample1,13,A
gene858,sample2,12,A
gene858,sample3,23,A
gene858,sample4,42,A
gene858,sample5,33,A
gene858,sample6,28,B
gene858,sample7,11,B
gene858,sample8,35,B
gene858,sample9,9,B
gene858,sample10,8,B
gene859,sample1,92,A
gene859,sample2,170,A
gene859,sample3,133,A
gene859,sample4,122,A
gene859,sample5,153,A
gene859,sample6,151,B
gene859,sample7,157,B
gene859,sample8,174,B
gene859,sample9,205,B
gene859,sample10,158,B
gene860,sample1,7,A
gene860,sample2,3,A
gene860,sample3,7,A
gene860,sample4,3,A
gene860,sample5,15,A
gene860,sample6,7,B
gene860,sample7,14,B
gene860,sample8,5,B
gene860,sample9,4,B
gene860,sample10,6,B
gene861,sample1,0,A
gene861,sample2,0,A
gene861,sample3,0,A
gene861,sample4,0,A
gene861,sample5,2,A
gene861,sample6,0,B
gene861,sample7,1,B
gene861,sample8,0,B
gene861,sample9,1,B
gene861,sample10,6,B
gene862,sample1,181,A
gene862,sample2,117,A
gene862,sample3,48,A
gene862,sample4,102,A
gene862,sample5,148,A
gene862,sample6,179,B
gene862,sample7,65,B
gene862,sample8,116,B
gene862,sample9,78,B
gene862,sample10,83,B
gene863,sample1,11953,A
gene863,sample2,6181,A
gene863,sample3,5279,A
gene863,sample4,8560,A
gene863,sample5,8260,A
gene863,sample6,8443,B
gene863,sample7,10090,B
gene863,sample8,4495,B
gene863,sample9,13000,B
gene863,sample10,10709,B
gene864,sample1,741,A
gene864,sample2,1877,A
gene864,sample3,499,A
gene864,sample4,1042,A
gene864,sample5,1024,A
gene864,sample6,847,B
gene864,sample7,666,B
gene864,sample8,584,B
gene864,sample9,375,B
gene864,sample10,1097,B
gene865,sample1,1090,A
gene865,sample2,1765,A
gene865,sample3,1323,A
gene865,sample4,1679,A
gene865,sample5,1128,A
gene865,sample6,1542,B
gene865,sample7,1296,B
gene865,sample8,1318,B
gene865,sample9,2413,B
gene865,sample10,1093,B
gene866,sample1,704,A
gene866,sample2,389,A
gene866,sample3,792,A
gene866,sample4,445,A
gene866,sample5,552,A
gene866,sample6,510,B
gene866,sample7,598,B
gene866,sample8,671,B
gene866,sample9,662,B
gene866,sample10,717,B
gene867,sample1,372,A
gene867,sample2,192,A
gene867,sample3,457,A
gene867,sample4,401,A
gene867,sample5,823,A
gene867,sample6,685,B
gene867,sample7,476,B
gene867,sample8,682,B
gene867,sample9,347,B
gene867,sample10,887,B
gene868,sample1,160,A
gene868,sample2,135,A
gene868,sample3,120,A
gene868,sample4,206,A
gene868,sample5,126,A
gene868,sample6,131,B
gene868,sample7,59,B
gene868,sample8,86,B
gene868,sample9,216,B
gene868,sample10,151,B
gene869,sample1,28,A
gene869,sample2,36,A
gene869,sample3,39,A
gene869,sample4,33,A
gene869,sample5,40,A
gene869,sample6,22,B
gene869,sample7,31,B
gene869,sample8,17,B
gene869,sample9,24,B
gene869,sample10,26,B
gene870,sample1,3614,A
gene870,sample2,4358,A
gene870,sample3,6462,A
gene870,sample4,4239,A
gene870,sample5,9268,A
gene870,sample6,3446,B
gene870,sample7,6067,B
gene870,sample8,6142,B
gene870,sample9,5217,B
gene870,sample10,5576,B
gene871,sample1,1,A
gene871,sample2,0,A
gene871,sample3,1,A
gene871,sample4,0,A
gene871,sample5,2,A
gene871,sample6,2,B
gene871,sample7,0,B
gene871,sample8,0,B
gene871,sample9,0,B
gene871,sample10,5,B
gene872,sample1,14,A
gene872,sample2,12,A
gene872,sample3,13,A
gene872,sample4,0,A
gene872,sample5,6,A
gene872,sample6,1,B
gene872,sample7,9,B
gene872,sample8,11,B
gene872,sample9,9,B
gene872,sample10,26,B
gene873,sample1,50,A
gene873,sample2,36,A
gene873,sample3,20,A
gene873,sample4,33,A
gene873,sample5,31,A
gene873,sample6,38,B
gene873,sample7,30,B
gene873,sample8,53,B
gene873,sample9,41,B
gene873,sample10,28,B
gene874,sample1,448,A
gene874,sample2,554,A
gene874,sample3,603,A
gene874,sample4,466,A
gene874,sample5,478,A
gene874,sample6,437,B
gene874,sample7,567,B
gene874,sample8,914,B
gene874,sample9,527,B
gene874,sample10,816,B
gene875,sample1,104,A
gene875,sample2,70,A
gene875,sample3,70,A
gene875,sample4,101,A
gene875,sample5,99,A
gene875,sample6,64,B
gene875,sample7,36,B
gene875,sample8,94,B
gene875,sample9,59,B
gene875,sample10,41,B
gene876,sample1,25,A
gene876,sample2,8,A
gene876,sample3,35,A
gene876,sample4,31,A
gene876,sample5,12,A
gene876,sample6,19,B
gene876,sample7,14,B
gene876,sample8,12,B
gene876,sample9,15,B
gene876,sample10,37,B
gene877,sample1,17,A
gene877,sample2,25,A
gene877,sample3,38,A
gene877,sample4,13,A
gene877,sample5,21,A
gene877,sample6,40,B
gene877,sample7,41,B
gene877,sample8,22,B
gene877,sample9,15,B
gene877,sample10,30,B
gene878,sample1,2485,A
gene878,sample2,2112,A
gene878,sample3,2183,A
gene878,sample4,1706,A
gene878,sample5,2237,A
gene878,sample6,3948,B
gene878,sample7,1377,B
gene878,sample8,1926,B
gene878,sample9,2672,B
gene878,sample10,2407,B
gene879,sample1,3,A
gene879,sample2,2,A
gene879,sample3,5,A
gene879,sample4,17,A
gene879,sample5,21,A
gene879,sample6,5,B
gene879,sample7,4,B
gene879,sample8,13,B
gene879,sample9,7,B
gene879,sample10,10,B
gene880,sample1,247,A
gene880,sample2,168,A
gene880,sample3,226,A
gene880,sample4,152,A
gene880,sample5,140,A
gene880,sample6,171,B
gene880,sample7,197,B
gene880,sample8,113,B
gene880,sample9,109,B
gene880,sample10,176,B
gene881,sample1,233,A
gene881,sample2,231,A
gene881,sample3,111,A
gene881,sample4,366,A
gene881,sample5,241,A
gene881,sample6,222,B
gene881,sample7,276,B
gene881,sample8,183,B
gene881,sample9,376,B
gene881,sample10,211,B
gene882,sample1,62,A
gene882,sample2,33,A
gene882,sample3,20,A
gene882,sample4,35,A
gene882,sample5,37,A
gene882,sample6,15,B
gene882,sample7,45,B
gene882,sample8,55,B
gene882,sample9,13,B
gene882,sample10,30,B
gene883,sample1,2919,A
gene883,sample2,1661,A
gene883,sample3,3312,A
gene883,sample4,5459,A
gene883,sample5,5953,A
gene883,sample6,2769,B
gene883,sample7,1485,B
gene883,sample8,3258,B
gene883,sample9,3368,B
gene883,sample10,2502,B
gene884,sample1,74,A
gene884,sample2,41,A
gene884,sample3,55,A
gene884,sample4,109,A
gene884,sample5,63,A
gene884,sample6,41,B
gene884,sample7,45,B
gene884,sample8,42,B
gene884,sample9,67,B
gene884,sample10,58,B
gene885,sample1,15,A
gene885,sample2,40,A
gene885,sample3,51,A
gene885,sample4,85,A
gene885,sample5,44,A
gene885,sample6,55,B
gene885,sample7,57,B
gene885,sample8,48,B
gene885,sample9,57,B
gene885,sample10,79,B
gene886,sample1,12,A
gene886,sample2,3,A
gene886,sample3,8,A
gene886,sample4,14,A
gene886,sample5,20,A
gene886,sample6,15,B
gene886,sample7,11,B
gene886,sample8,4,B
gene886,sample9,4,B
gene886,sample10,5,B
gene887,sample1,11,A
gene887,sample2,8,A
gene887,sample3,11,A
gene887,sample4,6,A
gene887,sample5,6,A
gene887,sample6,27,B
gene887,sample7,12,B
gene887,sample8,18,B
gene887,sample9,8,B
gene887,sample10,17,B
gene888,sample1,191,A
gene888,sample2,419,A
gene888,sample3,166,A
gene888,sample4,273,A
gene888,sample5,226,A
gene888,sample6,242,B
gene888,sample7,243,B
gene888,sample8,264,B
gene888,sample9,157,B
gene888,sample10,126,B
gene889,sample1,862,A
gene889,sample2,917,A
gene889,sample3,457,A
gene889,sample4,681,A
gene889,sample5,1269,A
gene889,sample6,1022,B
gene889,sample7,896,B
gene889,sample8,495,B
gene889,sample9,695,B
gene889,sample10,637,B
gene890,sample1,287,A
gene890,sample2,309,A
gene890,sample3,246,A
gene890,sample4,235,A
gene890,sample5,353,A
gene890,sample6,288,B
gene890,sample7,250,B
gene890,sample8,459,B
gene890,sample9,282,B
gene890,sample10,415,B
gene891,sample1,1645,A
gene891,sample2,970,A
gene891,sample3,1541,A
gene891,sample4,1633,A
gene891,sample5,1515,A
gene891,sample6,1370,B
gene891,sample7,2587,B
gene891,sample8,1342,B
gene891,sample9,1748,B
gene891,sample10,1682,B
gene892,sample1,680,A
gene892,sample2,711,A
gene892,sample3,1382,A
gene892,sample4,1263,A
gene892,sample5,750,A
gene892,sample6,573,B
gene892,sample7,779,B
gene892,sample8,951,B
gene892,sample9,835,B
gene892,sample10,620,B
gene893,sample1,92,A
gene893,sample2,138,A
gene893,sample3,36,A
gene893,sample4,54,A
gene893,sample5,50,A
gene893,sample6,42,B
gene893,sample7,49,B
gene893,sample8,32,B
gene893,sample9,58,B
gene893,sample10,84,B
gene894,sample1,90,A
gene894,sample2,132,A
gene894,sample3,139,A
gene894,sample4,165,A
gene894,sample5,166,A
gene894,sample6,129,B
gene894,sample7,144,B
gene894,sample8,171,B
gene894,sample9,110,B
gene894,sample10,131,B
gene895,sample1,895,A
gene895,sample2,867,A
gene895,sample3,1158,A
gene895,sample4,853,A
gene895,sample5,965,A
gene895,sample6,956,B
gene895,sample7,863,B
gene895,sample8,766,B
gene895,sample9,851,B
gene895,sample10,860,B
gene896,sample1,100,A
gene896,sample2,93,A
gene896,sample3,114,A
gene896,sample4,30,A
gene896,sample5,59,A
gene896,sample6,129,B
gene896,sample7,66,B
gene896,sample8,59,B
gene896,sample9,146,B
gene896,sample10,73,B
gene897,sample1,10,A
gene897,sample2,19,A
gene897,sample3,10,A
gene897,sample4,27,A
gene897,sample5,26,A
gene897,sample6,14,B
gene897,sample7,34,B
gene897,sample8,13,B
gene897,sample9,54,B
gene897,sample10,14,B
gene898,sample1,16,A
gene898,sample2,6,A
gene898,sample3,1,A
gene898,sample4,12,A
gene898,sample5,11,A
gene898,sample6,13,B
gene898,sample7,20,B
gene898,sample8,4,B
gene898,sample9,0,B
gene898,sample10,6,B
gene899,sample1,192,A
gene899,sample2,199,A
gene899,sample3,200,A
gene899,sample4,172,A
gene899,sample5,219,A
gene899,sample6,271,B
gene899,sample7,182,B
gene899,sample8,147,B
gene899,sample9,192,B
gene899,sample10,227,B
gene900,sample1,9332,A
gene900,sample2,10856,A
gene900,sample3,5616,A
gene900,sample4,5575,A
gene900,sample5,7557,A
gene900,sample6,11574,B
gene900,sample7,9152,B
gene900,sample8,2462,B
gene900,sample9,9123,B
gene900,sample10,8774,B
gene901,sample1,1664,A
gene901,sample2,999,A
gene901,sample3,2572,A
gene901,sample4,1982,A
gene901,sample5,1174,A
gene901,sample6,778,B
gene901,sample7,1345,B
gene901,sample8,1957,B
gene901,sample9,1558,B
gene901,sample10,3417,B
